Abbreviation,Description,Reaction,GPR,Genes,Proteins,Subsystem,Reversible,Lower bound,Upper bound,Objective,Confidence Score,EC Number,Notes,References
ALANINE-AMINOTRANSFERASE-RXN_Dark_c_M1,ALANINE-AMINOTRANSFERASE-RXN_Dark_c,2-KETOGLUTARATE_Dark_c_M1 + L-ALPHA-ALANINE_Dark_c_M1 <=> GLT_Dark_c_M1 + PYRUVATE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Dark_c_M2,ALANINE-AMINOTRANSFERASE-RXN_Dark_c,2-KETOGLUTARATE_Dark_c_M2 + L-ALPHA-ALANINE_Dark_c_M2 <=> GLT_Dark_c_M2 + PYRUVATE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Dark_m_M1,ALANINE-AMINOTRANSFERASE-RXN_Dark_m,2-KETOGLUTARATE_Dark_m_M1 + L-ALPHA-ALANINE_Dark_m_M1 <=> GLT_Dark_m_M1 + PYRUVATE_Dark_m_M1,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Dark_m_M2,ALANINE-AMINOTRANSFERASE-RXN_Dark_m,2-KETOGLUTARATE_Dark_m_M2 + L-ALPHA-ALANINE_Dark_m_M2 <=> GLT_Dark_m_M2 + PYRUVATE_Dark_m_M2,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Dark_x_M1,ALANINE-AMINOTRANSFERASE-RXN_Dark_x,2-KETOGLUTARATE_Dark_x_M1 + L-ALPHA-ALANINE_Dark_x_M1 <=> GLT_Dark_x_M1 + PYRUVATE_Dark_x_M1,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Dark_x_M2,ALANINE-AMINOTRANSFERASE-RXN_Dark_x,2-KETOGLUTARATE_Dark_x_M2 + L-ALPHA-ALANINE_Dark_x_M2 <=> GLT_Dark_x_M2 + PYRUVATE_Dark_x_M2,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Light_c_M1,ALANINE-AMINOTRANSFERASE-RXN_Light_c,2-KETOGLUTARATE_Light_c_M1 + L-ALPHA-ALANINE_Light_c_M1 <=> GLT_Light_c_M1 + PYRUVATE_Light_c_M1,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Light_c_M2,ALANINE-AMINOTRANSFERASE-RXN_Light_c,2-KETOGLUTARATE_Light_c_M2 + L-ALPHA-ALANINE_Light_c_M2 <=> GLT_Light_c_M2 + PYRUVATE_Light_c_M2,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Light_m_M1,ALANINE-AMINOTRANSFERASE-RXN_Light_m,2-KETOGLUTARATE_Light_m_M1 + L-ALPHA-ALANINE_Light_m_M1 <=> GLT_Light_m_M1 + PYRUVATE_Light_m_M1,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Light_m_M2,ALANINE-AMINOTRANSFERASE-RXN_Light_m,2-KETOGLUTARATE_Light_m_M2 + L-ALPHA-ALANINE_Light_m_M2 <=> GLT_Light_m_M2 + PYRUVATE_Light_m_M2,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Light_x_M1,ALANINE-AMINOTRANSFERASE-RXN_Light_x,2-KETOGLUTARATE_Light_x_M1 + L-ALPHA-ALANINE_Light_x_M1 <=> GLT_Light_x_M1 + PYRUVATE_Light_x_M1,,,,,1,-1000,1000,0,,,,
ALANINE-AMINOTRANSFERASE-RXN_Light_x_M2,ALANINE-AMINOTRANSFERASE-RXN_Light_x,2-KETOGLUTARATE_Light_x_M2 + L-ALPHA-ALANINE_Light_x_M2 <=> GLT_Light_x_M2 + PYRUVATE_Light_x_M2,,,,,1,-1000,1000,0,,,,
ALA_LightDark_M1,ALA_LightDark,L-ALPHA-ALANINE_Light_c_M1 --> L-ALPHA-ALANINE_Dark_c_M1,,,,,0,0,1000,0,,,,
ALA_LightDark_M2,ALA_LightDark,L-ALPHA-ALANINE_Light_c_M2 --> L-ALPHA-ALANINE_Dark_c_M2,,,,,0,0,1000,0,,,,
ALCOHOL-DEHYDROG-RXN_Dark_c_M1,ALCOHOL-DEHYDROG-RXN_Dark_c,ETOH_Dark_c_M1 + NAD_Dark_c_M1 <=> ACETALD_Dark_c_M1 + NADH_Dark_c_M1,,,,,1,-1000,1000,0,,,,
ALCOHOL-DEHYDROG-RXN_Dark_c_M2,ALCOHOL-DEHYDROG-RXN_Dark_c,ETOH_Dark_c_M2 + NAD_Dark_c_M2 <=> ACETALD_Dark_c_M2 + NADH_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ALCOHOL-DEHYDROG-RXN_Light_c_M1,ALCOHOL-DEHYDROG-RXN_Light_c,ETOH_Light_c_M1 + NAD_Light_c_M1 <=> ACETALD_Light_c_M1 + NADH_Light_c_M1,,,,,1,-1000,1000,0,,,,
ALCOHOL-DEHYDROG-RXN_Light_c_M2,ALCOHOL-DEHYDROG-RXN_Light_c,ETOH_Light_c_M2 + NAD_Light_c_M2 <=> ACETALD_Light_c_M2 + NADH_Light_c_M2,,,,,1,-1000,1000,0,,,,
ALLANTOATE-DEIMINASE-RXN_Dark_c_M1,ALLANTOATE-DEIMINASE-RXN_Dark_c,ALLANTOATE_Dark_c_M1 --> AMMONIA_Dark_c_M1 + CARBON-DIOXIDE_Dark_c_M1 + CPD0-2298_Dark_c_M1,,,,,0,0,1000,0,,,,
ALLANTOATE-DEIMINASE-RXN_Dark_c_M2,ALLANTOATE-DEIMINASE-RXN_Dark_c,ALLANTOATE_Dark_c_M2 --> AMMONIA_Dark_c_M2 + CARBON-DIOXIDE_Dark_c_M2 + CPD0-2298_Dark_c_M2,,,,,0,0,1000,0,,,,
ALLANTOATE-DEIMINASE-RXN_Light_c_M1,ALLANTOATE-DEIMINASE-RXN_Light_c,ALLANTOATE_Light_c_M1 --> AMMONIA_Light_c_M1 + CARBON-DIOXIDE_Light_c_M1 + CPD0-2298_Light_c_M1,,,,,0,0,1000,0,,,,
ALLANTOATE-DEIMINASE-RXN_Light_c_M2,ALLANTOATE-DEIMINASE-RXN_Light_c,ALLANTOATE_Light_c_M2 --> AMMONIA_Light_c_M2 + CARBON-DIOXIDE_Light_c_M2 + CPD0-2298_Light_c_M2,,,,,0,0,1000,0,,,,
ALLANTOICASE-RXN_Dark_c_M1,ALLANTOICASE-RXN_Dark_c,ALLANTOATE_Dark_c_M1 --> CPD-1091_Dark_c_M1 + UREA_Dark_c_M1,,,,,0,0,1000,0,,,,
ALLANTOICASE-RXN_Dark_c_M2,ALLANTOICASE-RXN_Dark_c,ALLANTOATE_Dark_c_M2 --> CPD-1091_Dark_c_M2 + UREA_Dark_c_M2,,,,,0,0,1000,0,,,,
ALLANTOICASE-RXN_Light_c_M1,ALLANTOICASE-RXN_Light_c,ALLANTOATE_Light_c_M1 --> CPD-1091_Light_c_M1 + UREA_Light_c_M1,,,,,0,0,1000,0,,,,
ALLANTOICASE-RXN_Light_c_M2,ALLANTOICASE-RXN_Light_c,ALLANTOATE_Light_c_M2 --> CPD-1091_Light_c_M2 + UREA_Light_c_M2,,,,,0,0,1000,0,,,,
ALLANTOINASE-RXN_Dark_c_M1,ALLANTOINASE-RXN_Dark_c,S-ALLANTOIN_Dark_c_M1 --> ALLANTOATE_Dark_c_M1,,,,,0,0,1000,0,,,,
ALLANTOINASE-RXN_Dark_c_M2,ALLANTOINASE-RXN_Dark_c,S-ALLANTOIN_Dark_c_M2 --> ALLANTOATE_Dark_c_M2,,,,,0,0,1000,0,,,,
ALLANTOINASE-RXN_Light_c_M1,ALLANTOINASE-RXN_Light_c,S-ALLANTOIN_Light_c_M1 --> ALLANTOATE_Light_c_M1,,,,,0,0,1000,0,,,,
ALLANTOINASE-RXN_Light_c_M2,ALLANTOINASE-RXN_Light_c,S-ALLANTOIN_Light_c_M2 --> ALLANTOATE_Light_c_M2,,,,,0,0,1000,0,,,,
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Dark_mc_M1,AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Dark_mc,AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Dark_m_M1 <=> AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Dark_mc_M2,AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Dark_mc,AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Dark_m_M2 <=> AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Light_mc_M1,AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Light_mc,AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Light_m_M1 <=> AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Light_c_M1,,,,,1,-1000,1000,0,,,,
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Light_mc_M2,AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Light_mc,AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Light_m_M2 <=> AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE_Light_c_M2,,,,,1,-1000,1000,0,,,,
AMINOBUTDEHYDROG-RXN_Dark_c_M1,AMINOBUTDEHYDROG-RXN_Dark_c,4-AMINO-BUTYRALDEHYDE_Dark_c_M1 + NAD_Dark_c_M1 --> 4-AMINO-BUTYRATE_Dark_c_M1 + NADH_Dark_c_M1,,,,,0,0,1000,0,,,,
AMINOBUTDEHYDROG-RXN_Dark_c_M2,AMINOBUTDEHYDROG-RXN_Dark_c,4-AMINO-BUTYRALDEHYDE_Dark_c_M2 + NAD_Dark_c_M2 --> 4-AMINO-BUTYRATE_Dark_c_M2 + NADH_Dark_c_M2,,,,,0,0,1000,0,,,,
AMINOBUTDEHYDROG-RXN_Light_c_M1,AMINOBUTDEHYDROG-RXN_Light_c,4-AMINO-BUTYRALDEHYDE_Light_c_M1 + NAD_Light_c_M1 --> 4-AMINO-BUTYRATE_Light_c_M1 + NADH_Light_c_M1,,,,,0,0,1000,0,,,,
AMINOBUTDEHYDROG-RXN_Light_c_M2,AMINOBUTDEHYDROG-RXN_Light_c,4-AMINO-BUTYRALDEHYDE_Light_c_M2 + NAD_Light_c_M2 --> 4-AMINO-BUTYRATE_Light_c_M2 + NADH_Light_c_M2,,,,,0,0,1000,0,,,,
AMMONIA_Dark_vc_M1,AMMONIA_Dark_vc,AMMONIA_Dark_c_M1 <=> AMMONIA_Dark_v_M1,,,,,1,-1000,1000,0,,,,
AMMONIA_Dark_vc_M2,AMMONIA_Dark_vc,AMMONIA_Dark_c_M2 <=> AMMONIA_Dark_v_M2,,,,,1,-1000,1000,0,,,,
AMMONIA_Light_vc_M1,AMMONIA_Light_vc,AMMONIA_Light_c_M1 <=> AMMONIA_Light_v_M1,,,,,1,-1000,1000,0,,,,
AMMONIA_Light_vc_M2,AMMONIA_Light_vc,AMMONIA_Light_c_M2 <=> AMMONIA_Light_v_M2,,,,,1,-1000,1000,0,,,,
AMP-DEAMINASE-RXN_Dark_c_M1,AMP-DEAMINASE-RXN_Dark_c,AMP_Dark_c_M1 --> AMMONIA_Dark_c_M1 + IMP_Dark_c_M1,,,,,0,0,1000,0,,,,
AMP-DEAMINASE-RXN_Dark_c_M2,AMP-DEAMINASE-RXN_Dark_c,AMP_Dark_c_M2 --> AMMONIA_Dark_c_M2 + IMP_Dark_c_M2,,,,,0,0,1000,0,,,,
AMP-DEAMINASE-RXN_Light_c_M1,AMP-DEAMINASE-RXN_Light_c,AMP_Light_c_M1 --> AMMONIA_Light_c_M1 + IMP_Light_c_M1,,,,,0,0,1000,0,,,,
AMP-DEAMINASE-RXN_Light_c_M2,AMP-DEAMINASE-RXN_Light_c,AMP_Light_c_M2 --> AMMONIA_Light_c_M2 + IMP_Light_c_M2,,,,,0,0,1000,0,,,,
AMP-DEPHOSPHORYLATION-RXN_Dark_c_M1,AMP-DEPHOSPHORYLATION-RXN_Dark_c,AMP_Dark_c_M1 --> ADENOSINE_Dark_c_M1 + Pi_Dark_c_M1,,,,,0,0,1000,0,,,,
AMP-DEPHOSPHORYLATION-RXN_Dark_c_M2,AMP-DEPHOSPHORYLATION-RXN_Dark_c,AMP_Dark_c_M2 --> ADENOSINE_Dark_c_M2 + Pi_Dark_c_M2,,,,,0,0,1000,0,,,,
AMP-DEPHOSPHORYLATION-RXN_Light_c_M1,AMP-DEPHOSPHORYLATION-RXN_Light_c,AMP_Light_c_M1 --> ADENOSINE_Light_c_M1 + Pi_Light_c_M1,,,,,0,0,1000,0,,,,
AMP-DEPHOSPHORYLATION-RXN_Light_c_M2,AMP-DEPHOSPHORYLATION-RXN_Light_c,AMP_Light_c_M2 --> ADENOSINE_Light_c_M2 + Pi_Light_c_M2,,,,,0,0,1000,0,,,,
AMPSYN-RXN_Dark_p_M1,AMPSYN-RXN_Dark_p,ADENYLOSUCC_Dark_p_M1 --> AMP_Dark_p_M1 + FUM_Dark_p_M1,,,,,0,0,1000,0,,,,
AMPSYN-RXN_Dark_p_M2,AMPSYN-RXN_Dark_p,ADENYLOSUCC_Dark_p_M2 --> AMP_Dark_p_M2 + FUM_Dark_p_M2,,,,,0,0,1000,0,,,,
AMPSYN-RXN_Light_p_M1,AMPSYN-RXN_Light_p,ADENYLOSUCC_Light_p_M1 --> AMP_Light_p_M1 + FUM_Light_p_M1,,,,,0,0,1000,0,,,,
AMPSYN-RXN_Light_p_M2,AMPSYN-RXN_Light_p,ADENYLOSUCC_Light_p_M2 --> AMP_Light_p_M2 + FUM_Light_p_M2,,,,,0,0,1000,0,,,,
AMP_ATP_Dark_xc_M1,AMP_ATP_Dark_xc,AMP_Dark_x_M1 + ATP_Dark_c_M1 <=> AMP_Dark_c_M1 + ATP_Dark_x_M1,,,,,1,-1000,1000,0,,,,
AMP_ATP_Dark_xc_M2,AMP_ATP_Dark_xc,AMP_Dark_x_M2 + ATP_Dark_c_M2 <=> AMP_Dark_c_M2 + ATP_Dark_x_M2,,,,,1,-1000,1000,0,,,,
AMP_ATP_Light_xc_M1,AMP_ATP_Light_xc,AMP_Light_x_M1 + ATP_Light_c_M1 <=> AMP_Light_c_M1 + ATP_Light_x_M1,,,,,1,-1000,1000,0,,,,
AMP_ATP_Light_xc_M2,AMP_ATP_Light_xc,AMP_Light_x_M2 + ATP_Light_c_M2 <=> AMP_Light_c_M2 + ATP_Light_x_M2,,,,,1,-1000,1000,0,,,,
AMP_Dark_biomass_M1,AMP_Dark_biomass,PPI_Dark_c_M1 <=> ATP_Dark_c_M1 + RNA-processing-cost_Dark_c_M1,,,,,1,-1000,1000,0,,,,
AMP_Dark_biomass_M2,AMP_Dark_biomass,PPI_Dark_c_M2 <=> ATP_Dark_c_M2 + RNA-processing-cost_Dark_c_M2,,,,,1,-1000,1000,0,,,,
AMP_Dark_pc_M1,AMP_Dark_pc,AMP_Dark_p_M1 <=> AMP_Dark_c_M1,,,,,1,-1000,1000,0,,,,
AMP_Dark_pc_M2,AMP_Dark_pc,AMP_Dark_p_M2 <=> AMP_Dark_c_M2,,,,,1,-1000,1000,0,,,,
AMP_Light_biomass_M1,AMP_Light_biomass,PPI_Light_c_M1 <=> ATP_Light_c_M1 + RNA-processing-cost_Light_c_M1,,,,,1,-1000,1000,0,,,,
AMP_Light_biomass_M2,AMP_Light_biomass,PPI_Light_c_M2 <=> ATP_Light_c_M2 + RNA-processing-cost_Light_c_M2,,,,,1,-1000,1000,0,,,,
AMP_Light_pc_M1,AMP_Light_pc,AMP_Light_p_M1 <=> AMP_Light_c_M1,,,,,1,-1000,1000,0,,,,
AMP_Light_pc_M2,AMP_Light_pc,AMP_Light_p_M2 <=> AMP_Light_c_M2,,,,,1,-1000,1000,0,,,,
AMYLOMALT-RXN_Dark_c_M1,AMYLOMALT-RXN_Dark_c,MALTOSE_Dark_c_M1 + MALTOTRIOSE_Dark_c_M1 <=> GLC_Dark_c_M1 + MALTOTETRAOSE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
AMYLOMALT-RXN_Dark_c_M2,AMYLOMALT-RXN_Dark_c,MALTOSE_Dark_c_M2 + MALTOTRIOSE_Dark_c_M2 <=> GLC_Dark_c_M2 + MALTOTETRAOSE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
AMYLOMALT-RXN_Dark_p_M1,AMYLOMALT-RXN_Dark_p,MALTOSE_Dark_p_M1 + MALTOTRIOSE_Dark_p_M1 <=> GLC_Dark_p_M1 + MALTOTETRAOSE_Dark_p_M1,,,,,1,-1000,1000,0,,,,
AMYLOMALT-RXN_Dark_p_M2,AMYLOMALT-RXN_Dark_p,MALTOSE_Dark_p_M2 + MALTOTRIOSE_Dark_p_M2 <=> GLC_Dark_p_M2 + MALTOTETRAOSE_Dark_p_M2,,,,,1,-1000,1000,0,,,,
AMYLOMALT-RXN_Light_c_M1,AMYLOMALT-RXN_Light_c,MALTOSE_Light_c_M1 + MALTOTRIOSE_Light_c_M1 <=> GLC_Light_c_M1 + MALTOTETRAOSE_Light_c_M1,,,,,1,-1000,1000,0,,,,
AMYLOMALT-RXN_Light_c_M2,AMYLOMALT-RXN_Light_c,MALTOSE_Light_c_M2 + MALTOTRIOSE_Light_c_M2 <=> GLC_Light_c_M2 + MALTOTETRAOSE_Light_c_M2,,,,,1,-1000,1000,0,,,,
AMYLOMALT-RXN_Light_p_M1,AMYLOMALT-RXN_Light_p,MALTOSE_Light_p_M1 + MALTOTRIOSE_Light_p_M1 <=> GLC_Light_p_M1 + MALTOTETRAOSE_Light_p_M1,,,,,1,-1000,1000,0,,,,
AMYLOMALT-RXN_Light_p_M2,AMYLOMALT-RXN_Light_p,MALTOSE_Light_p_M2 + MALTOTRIOSE_Light_p_M2 <=> GLC_Light_p_M2 + MALTOTETRAOSE_Light_p_M2,,,,,1,-1000,1000,0,,,,
ANTHRANSYN-RXN_Dark_p_M1,ANTHRANSYN-RXN_Dark_p,CHORISMATE_Dark_p_M1 + GLN_Dark_p_M1 --> ANTHRANILATE_Dark_p_M1 + GLT_Dark_p_M1 + PYRUVATE_Dark_p_M1,,,,,0,0,1000,0,,,,
ANTHRANSYN-RXN_Dark_p_M2,ANTHRANSYN-RXN_Dark_p,CHORISMATE_Dark_p_M2 + GLN_Dark_p_M2 --> ANTHRANILATE_Dark_p_M2 + GLT_Dark_p_M2 + PYRUVATE_Dark_p_M2,,,,,0,0,1000,0,,,,
ANTHRANSYN-RXN_Light_p_M1,ANTHRANSYN-RXN_Light_p,CHORISMATE_Light_p_M1 + GLN_Light_p_M1 --> ANTHRANILATE_Light_p_M1 + GLT_Light_p_M1 + PYRUVATE_Light_p_M1,,,,,0,0,1000,0,,,,
ANTHRANSYN-RXN_Light_p_M2,ANTHRANSYN-RXN_Light_p,CHORISMATE_Light_p_M2 + GLN_Light_p_M2 --> ANTHRANILATE_Light_p_M2 + GLT_Light_p_M2 + PYRUVATE_Light_p_M2,,,,,0,0,1000,0,,,,
APYRASE-RXN_Dark_c_M1,APYRASE-RXN_Dark_c,ATP_Dark_c_M1 --> AMP_Dark_c_M1 + 2.0 Pi_Dark_c_M1,,,,,0,0,1000,0,,,,
APYRASE-RXN_Dark_c_M2,APYRASE-RXN_Dark_c,ATP_Dark_c_M2 --> AMP_Dark_c_M2 + 2.0 Pi_Dark_c_M2,,,,,0,0,1000,0,,,,
APYRASE-RXN_Light_c_M1,APYRASE-RXN_Light_c,ATP_Light_c_M1 --> AMP_Light_c_M1 + 2.0 Pi_Light_c_M1,,,,,0,0,1000,0,,,,
APYRASE-RXN_Light_c_M2,APYRASE-RXN_Light_c,ATP_Light_c_M2 --> AMP_Light_c_M2 + 2.0 Pi_Light_c_M2,,,,,0,0,1000,0,,,,
ARGDECARBOX-RXN_Dark_c_M1,ARGDECARBOX-RXN_Dark_c,ARG_Dark_c_M1 --> AGMATHINE_Dark_c_M1 + CARBON-DIOXIDE_Dark_c_M1,,,,,0,0,1000,0,,,,
ARGDECARBOX-RXN_Dark_c_M2,ARGDECARBOX-RXN_Dark_c,ARG_Dark_c_M2 --> AGMATHINE_Dark_c_M2 + CARBON-DIOXIDE_Dark_c_M2,,,,,0,0,1000,0,,,,
ARGDECARBOX-RXN_Light_c_M1,ARGDECARBOX-RXN_Light_c,ARG_Light_c_M1 --> AGMATHINE_Light_c_M1 + CARBON-DIOXIDE_Light_c_M1,,,,,0,0,1000,0,,,,
ARGDECARBOX-RXN_Light_c_M2,ARGDECARBOX-RXN_Light_c,ARG_Light_c_M2 --> AGMATHINE_Light_c_M2 + CARBON-DIOXIDE_Light_c_M2,,,,,0,0,1000,0,,,,
ARGINASE-RXN_Dark_m_M1,ARGINASE-RXN_Dark_m,ARG_Dark_m_M1 --> L-ORNITHINE_Dark_m_M1 + UREA_Dark_m_M1,,,,,0,0,1000,0,,,,
ARGINASE-RXN_Dark_m_M2,ARGINASE-RXN_Dark_m,ARG_Dark_m_M2 --> L-ORNITHINE_Dark_m_M2 + UREA_Dark_m_M2,,,,,0,0,1000,0,,,,
ARGINASE-RXN_Light_m_M1,ARGINASE-RXN_Light_m,ARG_Light_m_M1 --> L-ORNITHINE_Light_m_M1 + UREA_Light_m_M1,,,,,0,0,1000,0,,,,
ARGINASE-RXN_Light_m_M2,ARGINASE-RXN_Light_m,ARG_Light_m_M2 --> L-ORNITHINE_Light_m_M2 + UREA_Light_m_M2,,,,,0,0,1000,0,,,,
ARGININE--TRNA-LIGASE-RXN_Dark_c_M1,ARGININE--TRNA-LIGASE-RXN_Dark_c,ARG-tRNAs_Dark_c_M1 + ARG_Dark_c_M1 + ATP_Dark_c_M1 --> AMP_Dark_c_M1 + Charged-ARG-tRNAs_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
ARGININE--TRNA-LIGASE-RXN_Dark_c_M2,ARGININE--TRNA-LIGASE-RXN_Dark_c,ARG-tRNAs_Dark_c_M2 + ARG_Dark_c_M2 + ATP_Dark_c_M2 --> AMP_Dark_c_M2 + Charged-ARG-tRNAs_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
ARGININE--TRNA-LIGASE-RXN_Light_c_M1,ARGININE--TRNA-LIGASE-RXN_Light_c,ARG-tRNAs_Light_c_M1 + ARG_Light_c_M1 + ATP_Light_c_M1 --> AMP_Light_c_M1 + Charged-ARG-tRNAs_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
ARGININE--TRNA-LIGASE-RXN_Light_c_M2,ARGININE--TRNA-LIGASE-RXN_Light_c,ARG-tRNAs_Light_c_M2 + ARG_Light_c_M2 + ATP_Light_c_M2 --> AMP_Light_c_M2 + Charged-ARG-tRNAs_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
ARGSUCCINLYA-RXN_Dark_c_M1,ARGSUCCINLYA-RXN_Dark_c,L-ARGININO-SUCCINATE_Dark_c_M1 --> ARG_Dark_c_M1 + FUM_Dark_c_M1,,,,,0,0,1000,0,,,,
ARGSUCCINLYA-RXN_Dark_c_M2,ARGSUCCINLYA-RXN_Dark_c,L-ARGININO-SUCCINATE_Dark_c_M2 --> ARG_Dark_c_M2 + FUM_Dark_c_M2,,,,,0,0,1000,0,,,,
ARGSUCCINLYA-RXN_Light_c_M1,ARGSUCCINLYA-RXN_Light_c,L-ARGININO-SUCCINATE_Light_c_M1 --> ARG_Light_c_M1 + FUM_Light_c_M1,,,,,0,0,1000,0,,,,
ARGSUCCINLYA-RXN_Light_c_M2,ARGSUCCINLYA-RXN_Light_c,L-ARGININO-SUCCINATE_Light_c_M2 --> ARG_Light_c_M2 + FUM_Light_c_M2,,,,,0,0,1000,0,,,,
ARGSUCCINSYN-RXN_Dark_c_M1,ARGSUCCINSYN-RXN_Dark_c,ATP_Dark_c_M1 + L-ASPARTATE_Dark_c_M1 + L-CITRULLINE_Dark_c_M1 --> AMP_Dark_c_M1 + L-ARGININO-SUCCINATE_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
ARGSUCCINSYN-RXN_Dark_c_M2,ARGSUCCINSYN-RXN_Dark_c,ATP_Dark_c_M2 + L-ASPARTATE_Dark_c_M2 + L-CITRULLINE_Dark_c_M2 --> AMP_Dark_c_M2 + L-ARGININO-SUCCINATE_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
ARGSUCCINSYN-RXN_Light_c_M1,ARGSUCCINSYN-RXN_Light_c,ATP_Light_c_M1 + L-ASPARTATE_Light_c_M1 + L-CITRULLINE_Light_c_M1 --> AMP_Light_c_M1 + L-ARGININO-SUCCINATE_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
ARGSUCCINSYN-RXN_Light_c_M2,ARGSUCCINSYN-RXN_Light_c,ATP_Light_c_M2 + L-ASPARTATE_Light_c_M2 + L-CITRULLINE_Light_c_M2 --> AMP_Light_c_M2 + L-ARGININO-SUCCINATE_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
ARG_CITRULLINE_Dark_mc_M1,ARG_CITRULLINE_Dark_mc,ARG_Dark_m_M1 + L-CITRULLINE_Dark_c_M1 <=> ARG_Dark_c_M1 + L-CITRULLINE_Dark_m_M1,,,,,1,-1000,1000,0,,,,
ARG_CITRULLINE_Dark_mc_M2,ARG_CITRULLINE_Dark_mc,ARG_Dark_m_M2 + L-CITRULLINE_Dark_c_M2 <=> ARG_Dark_c_M2 + L-CITRULLINE_Dark_m_M2,,,,,1,-1000,1000,0,,,,
ARG_CITRULLINE_Light_mc_M1,ARG_CITRULLINE_Light_mc,ARG_Light_m_M1 + L-CITRULLINE_Light_c_M1 <=> ARG_Light_c_M1 + L-CITRULLINE_Light_m_M1,,,,,1,-1000,1000,0,,,,
ARG_CITRULLINE_Light_mc_M2,ARG_CITRULLINE_Light_mc,ARG_Light_m_M2 + L-CITRULLINE_Light_c_M2 <=> ARG_Light_c_M2 + L-CITRULLINE_Light_m_M2,,,,,1,-1000,1000,0,,,,
ARG_Dark_M1M2,,ARG_Dark_c_M1 <=> ARG_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ARG_Dark_mc_M1,ARG_Dark_mc,ARG_Dark_m_M1 <=> ARG_Dark_c_M1,,,,,1,-1000,1000,0,,,,
ARG_Dark_mc_M2,ARG_Dark_mc,ARG_Dark_m_M2 <=> ARG_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ARG_HIS_Dark_mc_M1,ARG_HIS_Dark_mc,ARG_Dark_m_M1 + HIS_Dark_c_M1 <=> ARG_Dark_c_M1 + HIS_Dark_m_M1,,,,,1,-1000,1000,0,,,,
ARG_HIS_Dark_mc_M2,ARG_HIS_Dark_mc,ARG_Dark_m_M2 + HIS_Dark_c_M2 <=> ARG_Dark_c_M2 + HIS_Dark_m_M2,,,,,1,-1000,1000,0,,,,
ARG_HIS_Light_mc_M1,ARG_HIS_Light_mc,ARG_Light_m_M1 + HIS_Light_c_M1 <=> ARG_Light_c_M1 + HIS_Light_m_M1,,,,,1,-1000,1000,0,,,,
ARG_HIS_Light_mc_M2,ARG_HIS_Light_mc,ARG_Light_m_M2 + HIS_Light_c_M2 <=> ARG_Light_c_M2 + HIS_Light_m_M2,,,,,1,-1000,1000,0,,,,
