Abbreviation,Description,Reaction,GPR,Genes,Proteins,Subsystem,Reversible,Lower bound,Upper bound,Objective,Confidence Score,EC Number,Notes,References
SER_Dark_mc_M2,SER_Dark_mc,SER_Dark_m_M2 <=> SER_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SER_Dark_pc_M1,SER_Dark_pc,SER_Dark_p_M1 <=> SER_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SER_Dark_pc_M2,SER_Dark_pc,SER_Dark_p_M2 <=> SER_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SER_Dark_xc_M1,SER_Dark_xc,SER_Dark_x_M1 <=> SER_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SER_Dark_xc_M2,SER_Dark_xc,SER_Dark_x_M2 <=> SER_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SER_LightDark_M1,SER_LightDark,SER_Light_c_M1 --> SER_Dark_c_M1,,,,,0,0,1000,0,,,,
SER_LightDark_M2,SER_LightDark,SER_Light_c_M2 --> SER_Dark_c_M2,,,,,0,0,1000,0,,,,
SER_Light_M1M2,,SER_Light_c_M1 <=> SER_Light_c_M2,,,,,1,-1000,1000,0,,,,
SER_Light_mc_M1,SER_Light_mc,SER_Light_m_M1 <=> SER_Light_c_M1,,,,,1,-1000,1000,0,,,,
SER_Light_mc_M2,SER_Light_mc,SER_Light_m_M2 <=> SER_Light_c_M2,,,,,1,-1000,1000,0,,,,
SER_Light_pc_M1,SER_Light_pc,SER_Light_p_M1 <=> SER_Light_c_M1,,,,,1,-1000,1000,0,,,,
SER_Light_pc_M2,SER_Light_pc,SER_Light_p_M2 <=> SER_Light_c_M2,,,,,1,-1000,1000,0,,,,
SER_Light_xc_M1,SER_Light_xc,SER_Light_x_M1 <=> SER_Light_c_M1,,,,,1,-1000,1000,0,,,,
SER_Light_xc_M2,SER_Light_xc,SER_Light_x_M2 <=> SER_Light_c_M2,,,,,1,-1000,1000,0,,,,
SHIKIMATE-5-DEHYDROGENASE-RXN_Dark_p_M1,SHIKIMATE-5-DEHYDROGENASE-RXN_Dark_p,3-DEHYDRO-SHIKIMATE_Dark_p_M1 + NADPH_Dark_p_M1 --> NADP_Dark_p_M1 + SHIKIMATE_Dark_p_M1,,,,,0,0,1000,0,,,,
SHIKIMATE-5-DEHYDROGENASE-RXN_Dark_p_M2,SHIKIMATE-5-DEHYDROGENASE-RXN_Dark_p,3-DEHYDRO-SHIKIMATE_Dark_p_M2 + NADPH_Dark_p_M2 --> NADP_Dark_p_M2 + SHIKIMATE_Dark_p_M2,,,,,0,0,1000,0,,,,
SHIKIMATE-5-DEHYDROGENASE-RXN_Light_p_M1,SHIKIMATE-5-DEHYDROGENASE-RXN_Light_p,3-DEHYDRO-SHIKIMATE_Light_p_M1 + NADPH_Light_p_M1 --> NADP_Light_p_M1 + SHIKIMATE_Light_p_M1,,,,,0,0,1000,0,,,,
SHIKIMATE-5-DEHYDROGENASE-RXN_Light_p_M2,SHIKIMATE-5-DEHYDROGENASE-RXN_Light_p,3-DEHYDRO-SHIKIMATE_Light_p_M2 + NADPH_Light_p_M2 --> NADP_Light_p_M2 + SHIKIMATE_Light_p_M2,,,,,0,0,1000,0,,,,
SHIKIMATE-KINASE-RXN_Dark_p_M1,SHIKIMATE-KINASE-RXN_Dark_p,ATP_Dark_p_M1 + SHIKIMATE_Dark_p_M1 --> ADP_Dark_p_M1 + SHIKIMATE-5P_Dark_p_M1,,,,,0,0,1000,0,,,,
SHIKIMATE-KINASE-RXN_Dark_p_M2,SHIKIMATE-KINASE-RXN_Dark_p,ATP_Dark_p_M2 + SHIKIMATE_Dark_p_M2 --> ADP_Dark_p_M2 + SHIKIMATE-5P_Dark_p_M2,,,,,0,0,1000,0,,,,
SHIKIMATE-KINASE-RXN_Light_p_M1,SHIKIMATE-KINASE-RXN_Light_p,ATP_Light_p_M1 + SHIKIMATE_Light_p_M1 --> ADP_Light_p_M1 + SHIKIMATE-5P_Light_p_M1,,,,,0,0,1000,0,,,,
SHIKIMATE-KINASE-RXN_Light_p_M2,SHIKIMATE-KINASE-RXN_Light_p,ATP_Light_p_M2 + SHIKIMATE_Light_p_M2 --> ADP_Light_p_M2 + SHIKIMATE-5P_Light_p_M2,,,,,0,0,1000,0,,,,
SINAPATE-1-GLUCOSYLTRANSFERASE-RXN_Dark_c_M1,SINAPATE-1-GLUCOSYLTRANSFERASE-RXN_Dark_c,SINAPATE_Dark_c_M1 + UDP-GLUCOSE_Dark_c_M1 --> 1-O-SINAPOYL-BETA-D-GLUCOSE_Dark_c_M1 + UDP_Dark_c_M1,,,,,0,0,1000,0,,,,
SINAPATE-1-GLUCOSYLTRANSFERASE-RXN_Dark_c_M2,SINAPATE-1-GLUCOSYLTRANSFERASE-RXN_Dark_c,SINAPATE_Dark_c_M2 + UDP-GLUCOSE_Dark_c_M2 --> 1-O-SINAPOYL-BETA-D-GLUCOSE_Dark_c_M2 + UDP_Dark_c_M2,,,,,0,0,1000,0,,,,
SINAPATE-1-GLUCOSYLTRANSFERASE-RXN_Light_c_M1,SINAPATE-1-GLUCOSYLTRANSFERASE-RXN_Light_c,SINAPATE_Light_c_M1 + UDP-GLUCOSE_Light_c_M1 --> 1-O-SINAPOYL-BETA-D-GLUCOSE_Light_c_M1 + UDP_Light_c_M1,,,,,0,0,1000,0,,,,
SINAPATE-1-GLUCOSYLTRANSFERASE-RXN_Light_c_M2,SINAPATE-1-GLUCOSYLTRANSFERASE-RXN_Light_c,SINAPATE_Light_c_M2 + UDP-GLUCOSE_Light_c_M2 --> 1-O-SINAPOYL-BETA-D-GLUCOSE_Light_c_M2 + UDP_Light_c_M2,,,,,0,0,1000,0,,,,
SINAPINE-ESTERASE-RXN_Dark_c_M1,SINAPINE-ESTERASE-RXN_Dark_c,O-SINAPOYLCHOLINE_Dark_c_M1 --> CHOLINE_Dark_c_M1 + SINAPATE_Dark_c_M1,,,,,0,0,1000,0,,,,
SINAPINE-ESTERASE-RXN_Dark_c_M2,SINAPINE-ESTERASE-RXN_Dark_c,O-SINAPOYLCHOLINE_Dark_c_M2 --> CHOLINE_Dark_c_M2 + SINAPATE_Dark_c_M2,,,,,0,0,1000,0,,,,
SINAPINE-ESTERASE-RXN_Light_c_M1,SINAPINE-ESTERASE-RXN_Light_c,O-SINAPOYLCHOLINE_Light_c_M1 --> CHOLINE_Light_c_M1 + SINAPATE_Light_c_M1,,,,,0,0,1000,0,,,,
SINAPINE-ESTERASE-RXN_Light_c_M2,SINAPINE-ESTERASE-RXN_Light_c,O-SINAPOYLCHOLINE_Light_c_M2 --> CHOLINE_Light_c_M2 + SINAPATE_Light_c_M2,,,,,0,0,1000,0,,,,
SO4_Dark_biomass_M1,SO4_Dark_biomass, <=> SULFATE_Dark_v_M1,,,,,1,-1000,1000,0,,,,
SO4_Dark_biomass_M2,SO4_Dark_biomass, <=> SULFATE_Dark_v_M2,,,,,1,-1000,1000,0,,,,
SO4_Dark_pc_M1,SO4_Dark_pc,SULFATE_Dark_p_M1 <=> SULFATE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SO4_Dark_pc_M2,SO4_Dark_pc,SULFATE_Dark_p_M2 <=> SULFATE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SO4_Dark_tx_M1,SO4_Dark_tx,3.0 Pumped-PROTON_Dark_c_M1 <=> SULFATE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SO4_Dark_tx_M2,SO4_Dark_tx,3.0 Pumped-PROTON_Dark_c_M2 <=> SULFATE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SO4_Light_biomass_M1,SO4_Light_biomass, <=> SULFATE_Light_v_M1,,,,,1,-1000,1000,0,,,,
SO4_Light_biomass_M2,SO4_Light_biomass, <=> SULFATE_Light_v_M2,,,,,1,-1000,1000,0,,,,
SO4_Light_pc_M1,SO4_Light_pc,SULFATE_Light_p_M1 <=> SULFATE_Light_c_M1,,,,,1,-1000,1000,0,,,,
SO4_Light_pc_M2,SO4_Light_pc,SULFATE_Light_p_M2 <=> SULFATE_Light_c_M2,,,,,1,-1000,1000,0,,,,
SO4_Light_tx_M1,SO4_Light_tx,3.0 Pumped-PROTON_Light_c_M1 <=> SULFATE_Light_c_M1,,,,,1,-1000,1000,0,,,,
SO4_Light_tx_M2,SO4_Light_tx,3.0 Pumped-PROTON_Light_c_M2 <=> SULFATE_Light_c_M2,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Dark_c_M1,SPONTPRO-RXN_Dark_c,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Dark_c_M1 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Dark_c_M2,SPONTPRO-RXN_Dark_c,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Dark_c_M2 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Dark_m_M1,SPONTPRO-RXN_Dark_m,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Dark_m_M1 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Dark_m_M1,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Dark_m_M2,SPONTPRO-RXN_Dark_m,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Dark_m_M2 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Dark_m_M2,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Dark_p_M1,SPONTPRO-RXN_Dark_p,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Dark_p_M1 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Dark_p_M1,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Dark_p_M2,SPONTPRO-RXN_Dark_p,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Dark_p_M2 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Dark_p_M2,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Light_c_M1,SPONTPRO-RXN_Light_c,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Light_c_M1 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Light_c_M1,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Light_c_M2,SPONTPRO-RXN_Light_c,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Light_c_M2 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Light_c_M2,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Light_m_M1,SPONTPRO-RXN_Light_m,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Light_m_M1 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Light_m_M1,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Light_m_M2,SPONTPRO-RXN_Light_m,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Light_m_M2 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Light_m_M2,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Light_p_M1,SPONTPRO-RXN_Light_p,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Light_p_M1 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Light_p_M1,,,,,1,-1000,1000,0,,,,
SPONTPRO-RXN_Light_p_M2,SPONTPRO-RXN_Light_p,L-GLUTAMATE_GAMMA-SEMIALDEHYDE_Light_p_M2 <=> L-DELTA1-PYRROLINE_5-CARBOXYLATE_Light_p_M2,,,,,1,-1000,1000,0,,,,
SUCCCOASYN-RXN_Dark_m_M1,SUCCCOASYN-RXN_Dark_m,ADP_Dark_m_M1 + Pi_Dark_m_M1 + SUC-COA_Dark_m_M1 --> ATP_Dark_m_M1 + CO-A_Dark_m_M1 + SUC_Dark_m_M1,,,,,0,0,1000,0,,,,
SUCCCOASYN-RXN_Dark_m_M2,SUCCCOASYN-RXN_Dark_m,ADP_Dark_m_M2 + Pi_Dark_m_M2 + SUC-COA_Dark_m_M2 --> ATP_Dark_m_M2 + CO-A_Dark_m_M2 + SUC_Dark_m_M2,,,,,0,0,1000,0,,,,
SUCCCOASYN-RXN_Light_m_M1,SUCCCOASYN-RXN_Light_m,ADP_Light_m_M1 + Pi_Light_m_M1 + SUC-COA_Light_m_M1 --> ATP_Light_m_M1 + CO-A_Light_m_M1 + SUC_Light_m_M1,,,,,0,0,1000,0,,,,
SUCCCOASYN-RXN_Light_m_M2,SUCCCOASYN-RXN_Light_m,ADP_Light_m_M2 + Pi_Light_m_M2 + SUC-COA_Light_m_M2 --> ATP_Light_m_M2 + CO-A_Light_m_M2 + SUC_Light_m_M2,,,,,0,0,1000,0,,,,
SUCCINATE--COA-LIGASE-GDP-FORMING-RXN_Dark_m_M1,SUCCINATE--COA-LIGASE-GDP-FORMING-RXN_Dark_m,GDP_Dark_m_M1 + Pi_Dark_m_M1 + SUC-COA_Dark_m_M1 --> CO-A_Dark_m_M1 + GTP_Dark_m_M1 + SUC_Dark_m_M1,,,,,0,0,1000,0,,,,
SUCCINATE--COA-LIGASE-GDP-FORMING-RXN_Dark_m_M2,SUCCINATE--COA-LIGASE-GDP-FORMING-RXN_Dark_m,GDP_Dark_m_M2 + Pi_Dark_m_M2 + SUC-COA_Dark_m_M2 --> CO-A_Dark_m_M2 + GTP_Dark_m_M2 + SUC_Dark_m_M2,,,,,0,0,1000,0,,,,
SUCCINATE--COA-LIGASE-GDP-FORMING-RXN_Light_m_M1,SUCCINATE--COA-LIGASE-GDP-FORMING-RXN_Light_m,GDP_Light_m_M1 + Pi_Light_m_M1 + SUC-COA_Light_m_M1 --> CO-A_Light_m_M1 + GTP_Light_m_M1 + SUC_Light_m_M1,,,,,0,0,1000,0,,,,
SUCCINATE--COA-LIGASE-GDP-FORMING-RXN_Light_m_M2,SUCCINATE--COA-LIGASE-GDP-FORMING-RXN_Light_m,GDP_Light_m_M2 + Pi_Light_m_M2 + SUC-COA_Light_m_M2 --> CO-A_Light_m_M2 + GTP_Light_m_M2 + SUC_Light_m_M2,,,,,0,0,1000,0,,,,
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN_Dark_m_M1,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN_Dark_m,SUC_Dark_m_M1 + UBIQUINONE_Dark_m_M1 --> FUM_Dark_m_M1 + UBIQUINOL_Dark_m_M1,,,,,0,0,1000,0,,,,
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN_Dark_m_M2,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN_Dark_m,SUC_Dark_m_M2 + UBIQUINONE_Dark_m_M2 --> FUM_Dark_m_M2 + UBIQUINOL_Dark_m_M2,,,,,0,0,1000,0,,,,
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN_Light_m_M1,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN_Light_m,SUC_Light_m_M1 + UBIQUINONE_Light_m_M1 --> FUM_Light_m_M1 + UBIQUINOL_Light_m_M1,,,,,0,0,1000,0,,,,
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN_Light_m_M2,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN_Light_m,SUC_Light_m_M2 + UBIQUINONE_Light_m_M2 --> FUM_Light_m_M2 + UBIQUINOL_Light_m_M2,,,,,0,0,1000,0,,,,
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Dark_m_M1,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Dark_m,NAD_Dark_m_M1 + SUCC-S-ALD_Dark_m_M1 --> NADH_Dark_m_M1 + SUC_Dark_m_M1,,,,,0,0,1000,0,,,,
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Dark_m_M2,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Dark_m,NAD_Dark_m_M2 + SUCC-S-ALD_Dark_m_M2 --> NADH_Dark_m_M2 + SUC_Dark_m_M2,,,,,0,0,1000,0,,,,
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Light_m_M1,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Light_m,NAD_Light_m_M1 + SUCC-S-ALD_Light_m_M1 --> NADH_Light_m_M1 + SUC_Light_m_M1,,,,,0,0,1000,0,,,,
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Light_m_M2,SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Light_m,NAD_Light_m_M2 + SUCC-S-ALD_Light_m_M2 --> NADH_Light_m_M2 + SUC_Light_m_M2,,,,,0,0,1000,0,,,,
SUCCINYL-COA-HYDROLASE-RXN_Dark_m_M1,SUCCINYL-COA-HYDROLASE-RXN_Dark_m,SUC-COA_Dark_m_M1 --> CO-A_Dark_m_M1 + SUC_Dark_m_M1,,,,,0,0,1000,0,,,,
SUCCINYL-COA-HYDROLASE-RXN_Dark_m_M2,SUCCINYL-COA-HYDROLASE-RXN_Dark_m,SUC-COA_Dark_m_M2 --> CO-A_Dark_m_M2 + SUC_Dark_m_M2,,,,,0,0,1000,0,,,,
SUCCINYL-COA-HYDROLASE-RXN_Light_m_M1,SUCCINYL-COA-HYDROLASE-RXN_Light_m,SUC-COA_Light_m_M1 --> CO-A_Light_m_M1 + SUC_Light_m_M1,,,,,0,0,1000,0,,,,
SUCCINYL-COA-HYDROLASE-RXN_Light_m_M2,SUCCINYL-COA-HYDROLASE-RXN_Light_m,SUC-COA_Light_m_M2 --> CO-A_Light_m_M2 + SUC_Light_m_M2,,,,,0,0,1000,0,,,,
SUCROSE-PHOSPHATASE-RXN_Dark_c_M1,SUCROSE-PHOSPHATASE-RXN_Dark_c,SUCROSE-6P_Dark_c_M1 --> Pi_Dark_c_M1 + SUCROSE_Dark_c_M1,,,,,0,0,1000,0,,,,
SUCROSE-PHOSPHATASE-RXN_Dark_c_M2,SUCROSE-PHOSPHATASE-RXN_Dark_c,SUCROSE-6P_Dark_c_M2 --> Pi_Dark_c_M2 + SUCROSE_Dark_c_M2,,,,,0,0,1000,0,,,,
SUCROSE-PHOSPHATASE-RXN_Light_c_M1,SUCROSE-PHOSPHATASE-RXN_Light_c,SUCROSE-6P_Light_c_M1 --> Pi_Light_c_M1 + SUCROSE_Light_c_M1,,,,,0,0,1000,0,,,,
SUCROSE-PHOSPHATASE-RXN_Light_c_M2,SUCROSE-PHOSPHATASE-RXN_Light_c,SUCROSE-6P_Light_c_M2 --> Pi_Light_c_M2 + SUCROSE_Light_c_M2,,,,,0,0,1000,0,,,,
SUCROSE-PHOSPHATE-SYNTHASE-RXN_Dark_c_M1,SUCROSE-PHOSPHATE-SYNTHASE-RXN_Dark_c,FRUCTOSE-6P_Dark_c_M1 + UDP-GLUCOSE_Dark_c_M1 --> SUCROSE-6P_Dark_c_M1 + UDP_Dark_c_M1,,,,,0,0,1000,0,,,,
SUCROSE-PHOSPHATE-SYNTHASE-RXN_Dark_c_M2,SUCROSE-PHOSPHATE-SYNTHASE-RXN_Dark_c,FRUCTOSE-6P_Dark_c_M2 + UDP-GLUCOSE_Dark_c_M2 --> SUCROSE-6P_Dark_c_M2 + UDP_Dark_c_M2,,,,,0,0,1000,0,,,,
SUCROSE-PHOSPHATE-SYNTHASE-RXN_Light_c_M1,SUCROSE-PHOSPHATE-SYNTHASE-RXN_Light_c,FRUCTOSE-6P_Light_c_M1 + UDP-GLUCOSE_Light_c_M1 --> SUCROSE-6P_Light_c_M1 + UDP_Light_c_M1,,,,,0,0,1000,0,,,,
SUCROSE-PHOSPHATE-SYNTHASE-RXN_Light_c_M2,SUCROSE-PHOSPHATE-SYNTHASE-RXN_Light_c,FRUCTOSE-6P_Light_c_M2 + UDP-GLUCOSE_Light_c_M2 --> SUCROSE-6P_Light_c_M2 + UDP_Light_c_M2,,,,,0,0,1000,0,,,,
SUCROSE-SYNTHASE-RXN_Dark_c_M1,SUCROSE-SYNTHASE-RXN_Dark_c,FRU_Dark_c_M1 + UDP-GLUCOSE_Dark_c_M1 <=> SUCROSE_Dark_c_M1 + UDP_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SUCROSE-SYNTHASE-RXN_Dark_c_M2,SUCROSE-SYNTHASE-RXN_Dark_c,FRU_Dark_c_M2 + UDP-GLUCOSE_Dark_c_M2 <=> SUCROSE_Dark_c_M2 + UDP_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SUCROSE-SYNTHASE-RXN_Light_c_M1,SUCROSE-SYNTHASE-RXN_Light_c,FRU_Light_c_M1 + UDP-GLUCOSE_Light_c_M1 <=> SUCROSE_Light_c_M1 + UDP_Light_c_M1,,,,,1,-1000,1000,0,,,,
SUCROSE-SYNTHASE-RXN_Light_c_M2,SUCROSE-SYNTHASE-RXN_Light_c,FRU_Light_c_M2 + UDP-GLUCOSE_Light_c_M2 <=> SUCROSE_Light_c_M2 + UDP_Light_c_M2,,,,,1,-1000,1000,0,,,,
SUCROSE_H+_Dark_vc_M1,SUCROSE_H+_Dark_vc,Pumped-PROTON_Dark_v_M1 + SUCROSE_Dark_v_M1 --> SUCROSE_Dark_c_M1,,,,,0,0,1000,0,,,,
SUCROSE_H+_Dark_vc_M2,SUCROSE_H+_Dark_vc,Pumped-PROTON_Dark_v_M2 + SUCROSE_Dark_v_M2 --> SUCROSE_Dark_c_M2,,,,,0,0,1000,0,,,,
SUCROSE_H+_Light_vc_M1,SUCROSE_H+_Light_vc,Pumped-PROTON_Light_v_M1 + SUCROSE_Light_v_M1 --> SUCROSE_Light_c_M1,,,,,0,0,1000,0,,,,
SUCROSE_H+_Light_vc_M2,SUCROSE_H+_Light_vc,Pumped-PROTON_Light_v_M2 + SUCROSE_Light_v_M2 --> SUCROSE_Light_c_M2,,,,,0,0,1000,0,,,,
SUCROSE_rev_Dark_vc_M1,SUCROSE_rev_Dark_vc,SUCROSE_Dark_c_M1 --> SUCROSE_Dark_v_M1,,,,,0,0,1000,0,,,,
SUCROSE_rev_Dark_vc_M2,SUCROSE_rev_Dark_vc,SUCROSE_Dark_c_M2 --> SUCROSE_Dark_v_M2,,,,,0,0,1000,0,,,,
SUCROSE_rev_Light_vc_M1,SUCROSE_rev_Light_vc,SUCROSE_Light_c_M1 --> SUCROSE_Light_v_M1,,,,,0,0,1000,0,,,,
SUCROSE_rev_Light_vc_M2,SUCROSE_rev_Light_vc,SUCROSE_Light_c_M2 --> SUCROSE_Light_v_M2,,,,,0,0,1000,0,,,,
SUC_ACONITATE_Dark_mc_M1,SUC_ACONITATE_Dark_mc,CIS-ACONITATE_Dark_c_M1 + SUC_Dark_m_M1 <=> CIS-ACONITATE_Dark_m_M1 + SUC_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SUC_ACONITATE_Dark_mc_M2,SUC_ACONITATE_Dark_mc,CIS-ACONITATE_Dark_c_M2 + SUC_Dark_m_M2 <=> CIS-ACONITATE_Dark_m_M2 + SUC_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SUC_ACONITATE_Light_mc_M1,SUC_ACONITATE_Light_mc,CIS-ACONITATE_Light_c_M1 + SUC_Light_m_M1 <=> CIS-ACONITATE_Light_m_M1 + SUC_Light_c_M1,,,,,1,-1000,1000,0,,,,
SUC_ACONITATE_Light_mc_M2,SUC_ACONITATE_Light_mc,CIS-ACONITATE_Light_c_M2 + SUC_Light_m_M2 <=> CIS-ACONITATE_Light_m_M2 + SUC_Light_c_M2,,,,,1,-1000,1000,0,,,,
SUC_CIT_Dark_mc_M1,SUC_CIT_Dark_mc,CIT_Dark_c_M1 + SUC_Dark_m_M1 <=> CIT_Dark_m_M1 + SUC_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SUC_CIT_Dark_mc_M2,SUC_CIT_Dark_mc,CIT_Dark_c_M2 + SUC_Dark_m_M2 <=> CIT_Dark_m_M2 + SUC_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SUC_CIT_Light_mc_M1,SUC_CIT_Light_mc,CIT_Light_c_M1 + SUC_Light_m_M1 <=> CIT_Light_m_M1 + SUC_Light_c_M1,,,,,1,-1000,1000,0,,,,
SUC_CIT_Light_mc_M2,SUC_CIT_Light_mc,CIT_Light_c_M2 + SUC_Light_m_M2 <=> CIT_Light_m_M2 + SUC_Light_c_M2,,,,,1,-1000,1000,0,,,,
SUC_Dark_xc_M1,SUC_Dark_xc,SUC_Dark_x_M1 <=> SUC_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SUC_Dark_xc_M2,SUC_Dark_xc,SUC_Dark_x_M2 <=> SUC_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SUC_FUM_Dark_mc_M1,SUC_FUM_Dark_mc,FUM_Dark_c_M1 + SUC_Dark_m_M1 <=> FUM_Dark_m_M1 + SUC_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SUC_FUM_Dark_mc_M2,SUC_FUM_Dark_mc,FUM_Dark_c_M2 + SUC_Dark_m_M2 <=> FUM_Dark_m_M2 + SUC_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SUC_FUM_Light_mc_M1,SUC_FUM_Light_mc,FUM_Light_c_M1 + SUC_Light_m_M1 <=> FUM_Light_m_M1 + SUC_Light_c_M1,,,,,1,-1000,1000,0,,,,
SUC_FUM_Light_mc_M2,SUC_FUM_Light_mc,FUM_Light_c_M2 + SUC_Light_m_M2 <=> FUM_Light_m_M2 + SUC_Light_c_M2,,,,,1,-1000,1000,0,,,,
SUC_ISOCITRATE_Dark_mc_M1,SUC_ISOCITRATE_Dark_mc,SUC_Dark_m_M1 + THREO-DS-ISO-CITRATE_Dark_c_M1 <=> SUC_Dark_c_M1 + THREO-DS-ISO-CITRATE_Dark_m_M1,,,,,1,-1000,1000,0,,,,
SUC_ISOCITRATE_Dark_mc_M2,SUC_ISOCITRATE_Dark_mc,SUC_Dark_m_M2 + THREO-DS-ISO-CITRATE_Dark_c_M2 <=> SUC_Dark_c_M2 + THREO-DS-ISO-CITRATE_Dark_m_M2,,,,,1,-1000,1000,0,,,,
SUC_ISOCITRATE_Light_mc_M1,SUC_ISOCITRATE_Light_mc,SUC_Light_m_M1 + THREO-DS-ISO-CITRATE_Light_c_M1 <=> SUC_Light_c_M1 + THREO-DS-ISO-CITRATE_Light_m_M1,,,,,1,-1000,1000,0,,,,
SUC_ISOCITRATE_Light_mc_M2,SUC_ISOCITRATE_Light_mc,SUC_Light_m_M2 + THREO-DS-ISO-CITRATE_Light_c_M2 <=> SUC_Light_c_M2 + THREO-DS-ISO-CITRATE_Light_m_M2,,,,,1,-1000,1000,0,,,,
SUC_Light_xc_M1,SUC_Light_xc,SUC_Light_x_M1 <=> SUC_Light_c_M1,,,,,1,-1000,1000,0,,,,
SUC_Light_xc_M2,SUC_Light_xc,SUC_Light_x_M2 <=> SUC_Light_c_M2,,,,,1,-1000,1000,0,,,,
SUC_Pi_Dark_mc_M1,SUC_Pi_Dark_mc,Pi_Dark_c_M1 + SUC_Dark_m_M1 <=> Pi_Dark_m_M1 + SUC_Dark_c_M1,,,,,1,-1000,1000,0,,,,
SUC_Pi_Dark_mc_M2,SUC_Pi_Dark_mc,Pi_Dark_c_M2 + SUC_Dark_m_M2 <=> Pi_Dark_m_M2 + SUC_Dark_c_M2,,,,,1,-1000,1000,0,,,,
SUC_Pi_Light_mc_M1,SUC_Pi_Light_mc,Pi_Light_c_M1 + SUC_Light_m_M1 <=> Pi_Light_m_M1 + SUC_Light_c_M1,,,,,1,-1000,1000,0,,,,
SUC_Pi_Light_mc_M2,SUC_Pi_Light_mc,Pi_Light_c_M2 + SUC_Light_m_M2 <=> Pi_Light_m_M2 + SUC_Light_c_M2,,,,,1,-1000,1000,0,,,,
